year,indicator,category,value
2015,Age range,Less than 18,29.6
2015,Age range,18-24,31.5
2015,Age range,25-49,24.4
2015,Age range,50-64,31.1
2015,Age range,65 and over,21.7
2015,Education,Low,31.8
2015,Education,Medium,19.8
2015,Education,High,10.4
2015,Activity status,Employed,14.8
2015,Activity status,Unemployed,60.5
2015,Activity status,Retired,21.6
2015,Activity status,Inactive,45.0
2016,sex,Male,24.1
2016,sex,Female,26.0
2016,age,Less than 18,27.0
2016,age,18-24,29.0
2016,age,25-49,22.3
2016,age,50-64,30.1
2016,age,65 and over,21.8
2016,education,Low,31.2
2016,education,Medium,18.3
2016,education,High,9.1
2016,labour,Employed,14.1
2016,labour,Unemployed,59.8
2016,labour,Retired,21.9
2016,labour,Inactive,42.0
2016,Sex,Male,24.1
2016,Sex,Female,26.0
2016,Age range,Less than 18,27.0
2016,Age range,18-24,29.0
2016,Age range,25-49,22.3
2016,Age range,50-64,30.1
2016,Age range,65 and over,21.8
2016,Education,Low,31.2
2016,Education,Medium,18.3
2016,Education,High,9.1
2016,Activity status,Employed,14.1
2016,Activity status,Unemployed,59.8
2016,Activity status,Retired,21.9
2016,Activity status,Inactive,42.0
2017,sex,Male,22.5
2017,sex,Female,24.0
2017,age,Less than 18,24.2
2017,age,18-24,29.7
2017,age,25-49,20.4
2017,age,50-64,27.4
2017,age,65 and over,20.7
2017,education,Low,29.3
2017,education,Medium,18.1
2017,education,High,7.9
2017,labour,Employed,13.3
2017,labour,Unemployed,58.5
2017,labour,Retired,20.3
2017,labour,Inactive,42.6
2017,Sex,Male,22.5
2017,Sex,Female,24.0
2017,Age range,Less than 18,24.2
2017,Age range,18-24,29.7
2017,Age range,25-49,20.4
2017,Age range,50-64,27.4
2017,Age range,65 and over,20.7
2017,Education,Low,29.3
2017,Education,Medium,18.1
2017,Education,High,7.9
2017,Activity status,Employed,13.3
2017,Activity status,Unemployed,58.5
2017,Activity status,Retired,20.3
2017,Activity status,Inactive,42.6
2018,sex,Male,21.0
2018,sex,Female,22.1
2018,age,Less than 18,21.9
2018,age,18-24,25.8
2018,age,25-49,19.1
2018,age,50-64,24.2
2018,age,65 and over,21.2
2018,education,Low,27.7
2018,education,Medium,17.3
2018,education,High,6.8
2018,labour,Employed,12.1
2018,labour,Unemployed,58.4
2018,labour,Retired,20.3
2018,labour,Inactive,39.4
2018,Sex,Male,21.0
2018,Sex,Female,22.1
2018,Age range,Less than 18,21.9
2018,Age range,18-24,25.8
2018,Age range,25-49,19.1
2018,Age range,50-64,24.2
2018,Age range,65 and over,21.2
2018,Education,Low,27.7
2018,Education,Medium,17.3
2018,Education,High,6.8
2018,Activity status,Employed,12.1
2018,Activity status,Unemployed,58.4
2018,Activity status,Retired,20.3
2018,Activity status,Inactive,39.4
2019,sex,Male,20.8
2019,sex,Female,22.2
2019,age,Less than 18,22.3
2019,age,18-24,26.3
2019,age,25-49,19.5
2019,age,50-64,24.1
2019,age,65 and over,20.0
2019,education,Low,27.3
2019,education,Medium,18.0
2019,education,High,7.1
2019,labour,Employed,13.4
2019,labour,Unemployed,59.9
2019,labour,Retired,18.9
2019,labour,Inactive,40.7
2019,Sex,Male,20.8
2019,Sex,Female,22.2
2019,Age range,Less than 18,22.3
2019,Age range,18-24,26.3
2019,Age range,25-49,19.5
2019,Age range,50-64,24.1
2019,Age range,65 and over,20.0
2019,Education,Low,27.3
2019,Education,Medium,18.0
2019,Education,High,7.1
2019,Activity status,Employed,13.4
2019,Activity status,Unemployed,59.9
2019,Activity status,Retired,18.9
2019,Activity status,Inactive,40.7
2020,sex,Male,19.4
2020,sex,Female,20.2
2020,age,Less than 18,21.6
2020,age,18-24,19.8
2020,age,25-49,17.1
2020,age,50-64,22.0
2020,age,65 and over,20.2
2020,education,Low,26.1
2020,education,Medium,15.7
2020,education,High,6.8
2020,labour,Employed,11.6
2020,labour,Unemployed,52.1
2020,labour,Retired,19.3
2020,labour,Inactive,36.7
2020,Sex,Male,19.4
2020,Sex,Female,20.2
2020,Age range,Less than 18,21.6
2020,Age range,18-24,19.8
2020,Age range,25-49,17.1
2020,Age range,50-64,22.0
2020,Age range,65 and over,20.2
2020,Education,Low,26.1
2020,Education,Medium,15.7
2020,Education,High,6.8
2020,Activity status,Employed,11.6
2020,Activity status,Unemployed,52.1
2020,Activity status,Retired,19.3
2020,Activity status,Inactive,36.7
