year,indicator,category,value
2012,Age range,18-24,37.4
2012,Age range,25-49,34.2
2012,Age range,50-64,38.2
2012,Age range,65 and over,33.7
2012,Education,Low,50.2
2012,Education,Medium,37.5
2012,Education,High,16.4
2012,Activity status,Employed,22.4
2012,Activity status,Unemployed,72.1
2012,Activity status,Retired,36.3
2012,Activity status,Inactive,50.7
2013,sex,Male,34.2
2013,sex,Female,35.9
2013,age,Less than 18,38.4
2013,age,18-24,36.5
2013,age,25-49,31.6
2013,age,50-64,37.0
2013,age,65 and over,36.1
2013,education,Low,49.7
2013,education,Medium,35.6
2013,education,High,17.1
2013,labour,Employed,21.8
2013,labour,Unemployed,72.7
2013,labour,Retired,37.8
2013,labour,Inactive,48.5
2013,Sex,Male,34.2
2013,Sex,Female,35.9
2013,Age range,Less than 18,38.4
2013,Age range,18-24,36.5
2013,Age range,25-49,31.6
2013,Age range,50-64,37.0
2013,Age range,65 and over,36.1
2013,Education,Low,49.7
2013,Education,Medium,35.6
2013,Education,High,17.1
2013,Activity status,Employed,21.8
2013,Activity status,Unemployed,72.7
2013,Activity status,Retired,37.8
2013,Activity status,Inactive,48.5
2014,sex,Male,30.6
2014,sex,Female,34.4
2014,age,Less than 18,35.3
2014,age,18-24,30.8
2014,age,25-49,27.5
2014,age,50-64,33.8
2014,age,65 and over,39.3
2014,education,Low,51.3
2014,education,Medium,32.2
2014,education,High,15.5
2014,labour,Employed,17.8
2014,labour,Unemployed,68.7
2014,labour,Retired,42.0
2014,labour,Inactive,44.8
2014,Sex,Male,30.6
2014,Sex,Female,34.4
2014,Age range,Less than 18,35.3
2014,Age range,18-24,30.8
2014,Age range,25-49,27.5
2014,Age range,50-64,33.8
2014,Age range,65 and over,39.3
2014,Education,Low,51.3
2014,Education,Medium,32.2
2014,Education,High,15.5
2014,Activity status,Employed,17.8
2014,Activity status,Unemployed,68.7
2014,Activity status,Retired,42.0
2014,Activity status,Inactive,44.8
2015,sex,Male,27.9
2015,sex,Female,33.4
2015,age,Less than 18,31.3
2015,age,18-24,32.0
2015,age,25-49,24.0
2015,age,50-64,31.1
2015,age,65 and over,42.1
2015,education,Low,52.4
2015,education,Medium,32.2
2015,education,High,13.8
2015,labour,Employed,16.3
2015,labour,Unemployed,68.5
2015,labour,Retired,44.8
2015,labour,Inactive,44.6
2015,Sex,Male,27.9
2015,Sex,Female,33.4
2015,Age range,Less than 18,31.3
2015,Age range,18-24,32.0
2015,Age range,25-49,24.0
2015,Age range,50-64,31.1
2015,Age range,65 and over,42.1
2015,Education,Low,52.4
2015,Education,Medium,32.2
2015,Education,High,13.8
2015,Activity status,Employed,16.3
2015,Activity status,Unemployed,68.5
2015,Activity status,Retired,44.8
2015,Activity status,Inactive,44.6
2016,sex,Male,26.0
2016,sex,Female,30.6
2016,age,Less than 18,24.7
2016,age,18-24,26.6
2016,age,25-49,21.0
2016,age,50-64,31.2
2016,age,65 and over,43.1
2016,education,Low,51.4
2016,education,Medium,30.3
2016,education,High,14.3
2016,labour,Employed,13.5
2016,labour,Unemployed,67.3
2016,labour,Retired,47.6
2016,labour,Inactive,43.1
2016,Sex,Male,26.0
2016,Sex,Female,30.6
2016,Age range,Less than 18,24.7
2016,Age range,18-24,26.6
2016,Age range,25-49,21.0
2016,Age range,50-64,31.2
2016,Age range,65 and over,43.1
2016,Education,Low,51.4
2016,Education,Medium,30.3
2016,Education,High,14.3
2016,Activity status,Employed,13.5
2016,Activity status,Unemployed,67.3
2016,Activity status,Retired,47.6
2016,Activity status,Inactive,43.1
2017,sex,Male,24.9
2017,sex,Female,31.1
2017,age,Less than 18,23.9
2017,age,18-24,23.9
2017,age,25-49,20.3
2017,age,50-64,31.6
2017,age,65 and over,43.9
2017,education,Low,50.1
2017,education,Medium,31.9
2017,education,High,12.9
2017,labour,Employed,14.1
2017,labour,Unemployed,65.4
2017,labour,Retired,48.9
2017,labour,Inactive,42.8
2017,Sex,Male,24.9
2017,Sex,Female,31.1
2017,Age range,Less than 18,23.9
2017,Age range,18-24,23.9
2017,Age range,25-49,20.3
2017,Age range,50-64,31.6
2017,Age range,65 and over,43.9
2017,Education,Low,50.1
2017,Education,Medium,31.9
2017,Education,High,12.9
2017,Activity status,Employed,14.1
2017,Activity status,Unemployed,65.4
2017,Activity status,Retired,48.9
2017,Activity status,Inactive,42.8
2018,sex,Male,25.2
2018,sex,Female,31.1
2018,age,Less than 18,22.5
2018,age,18-24,25.6
2018,age,25-49,18.8
2018,age,50-64,30.6
2018,age,65 and over,49.0
2018,education,Low,53.1
2018,education,Medium,32.6
2018,education,High,13.4
2018,labour,Employed,12.2
2018,labour,Unemployed,70.0
2018,labour,Retired,53.0
2018,labour,Inactive,48.3
2018,Sex,Male,25.2
2018,Sex,Female,31.1
2018,Age range,Less than 18,22.5
2018,Age range,18-24,25.6
2018,Age range,25-49,18.8
2018,Age range,50-64,30.6
2018,Age range,65 and over,49.0
2018,Education,Low,53.1
2018,Education,Medium,32.6
2018,Education,High,13.4
2018,Activity status,Employed,12.2
2018,Activity status,Unemployed,70.0
2018,Activity status,Retired,53.0
2018,Activity status,Inactive,48.3
2019,sex,Male,24.6
2019,sex,Female,29.6
2019,age,Less than 18,18.9
2019,age,18-24,22.0
2019,age,25-49,17.4
2019,age,50-64,30.2
2019,age,65 and over,50.5
2019,education,Low,54.8
2019,education,Medium,31.6
2019,education,High,14.6
2019,labour,Employed,11.5
2019,labour,Unemployed,66.4
2019,labour,Retired,55.6
2019,labour,Inactive,44.6
2019,Sex,Male,24.6
2019,Sex,Female,29.6
2019,Age range,Less than 18,18.9
2019,Age range,18-24,22.0
2019,Age range,25-49,17.4
2019,Age range,50-64,30.2
2019,Age range,65 and over,50.5
2019,Education,Low,54.8
2019,Education,Medium,31.6
2019,Education,High,14.6
2019,Activity status,Employed,11.5
2019,Activity status,Unemployed,66.4
2019,Activity status,Retired,55.6
2019,Activity status,Inactive,44.6
2020,sex,Male,23.3
2020,sex,Female,28.2
2020,age,Less than 18,20.1
2020,age,18-24,24.1
2020,age,25-49,18.3
2020,age,50-64,27.1
2020,age,65 and over,43.7
2020,education,Low,49.7
2020,education,Medium,30.2
2020,education,High,13.3
2020,labour,Employed,11.4
2020,labour,Unemployed,65.4
2020,labour,Retired,49.1
2020,labour,Inactive,46.1
2020,Sex,Male,23.3
2020,Sex,Female,28.2
2020,Age range,Less than 18,20.1
2020,Age range,18-24,24.1
2020,Age range,25-49,18.3
2020,Age range,50-64,27.1
2020,Age range,65 and over,43.7
2020,Education,Low,49.7
2020,Education,Medium,30.2
2020,Education,High,13.3
2020,Activity status,Employed,11.4
2020,Activity status,Unemployed,65.4
2020,Activity status,Retired,49.1
2020,Activity status,Inactive,46.1
