year,indicator,category,value
2018,age,65 and over,17.6
2018,education,Low,33.5
2018,education,Medium,25.5
2018,education,High,12.6
2018,labour,Employed,14.6
2018,labour,Unemployed,65.5
2018,labour,Retired,15.3
2018,labour,Inactive,38.0
2018,Sex,Male,25.1
2018,Sex,Female,27.0
2018,Age range,Less than 18,29.5
2018,Age range,18-24,35.8
2018,Age range,25-49,26.2
2018,Age range,50-64,27.4
2018,Age range,65 and over,17.6
2018,Education,Low,33.5
2018,Education,Medium,25.5
2018,Education,High,12.6
2018,Activity status,Employed,14.6
2018,Activity status,Unemployed,65.5
2018,Activity status,Retired,15.3
2018,Activity status,Inactive,38.0
2019,sex,Male,24.6
2019,sex,Female,26.0
2019,age,Less than 18,30.3
2019,age,18-24,32.9
2019,age,25-49,25.9
2019,age,50-64,26.1
2019,age,65 and over,15.7
2019,education,Low,31.5
2019,education,Medium,23.8
2019,education,High,13.7
2019,labour,Employed,14.2
2019,labour,Unemployed,63.1
2019,labour,Retired,13.9
2019,labour,Inactive,37.5
2019,Sex,Male,24.6
2019,Sex,Female,26.0
2019,Age range,Less than 18,30.3
2019,Age range,18-24,32.9
2019,Age range,25-49,25.9
2019,Age range,50-64,26.1
2019,Age range,65 and over,15.7
2019,Education,Low,31.5
2019,Education,Medium,23.8
2019,Education,High,13.7
2019,Activity status,Employed,14.2
2019,Activity status,Unemployed,63.1
2019,Activity status,Retired,13.9
2019,Activity status,Inactive,37.5
2020,sex,Male,25.6
2020,sex,Female,27.2
2020,age,Less than 18,31.1
2020,age,18-24,33.7
2020,age,25-49,25.4
2020,age,50-64,27.0
2020,age,65 and over,20.5
2020,education,Low,33.9
2020,education,Medium,26.4
2020,education,High,13.7
2020,labour,Employed,14.8
2020,labour,Unemployed,62.7
2020,labour,Retired,16.8
2020,labour,Inactive,40.6
2020,Sex,Male,25.6
2020,Sex,Female,27.2
2020,Age range,Less than 18,31.1
2020,Age range,18-24,33.7
2020,Age range,25-49,25.4
2020,Age range,50-64,27.0
2020,Age range,65 and over,20.5
2020,Education,Low,33.9
2020,Education,Medium,26.4
2020,Education,High,13.7
2020,Activity status,Employed,14.8
2020,Activity status,Unemployed,62.7
2020,Activity status,Retired,16.8
2020,Activity status,Inactive,40.6
