year,indicator,category,value
2016,Age range,65 and over,8.9
2016,Education,Low,25.8
2016,Education,Medium,15.9
2016,Education,High,12.1
2016,Activity status,Employed,11.7
2016,Activity status,Unemployed,55.3
2016,Activity status,Retired,11.0
2016,Activity status,Inactive,34.5
2017,sex,Male,18.0
2017,sex,Female,20.8
2017,age,Less than 18,21.1
2017,age,18-24,27.2
2017,age,25-49,16.8
2017,age,50-64,23.6
2017,age,65 and over,11.7
2017,education,Low,26.4
2017,education,Medium,17.5
2017,education,High,11.6
2017,labour,Employed,11.1
2017,labour,Unemployed,57.2
2017,labour,Retired,12.5
2017,labour,Inactive,35.7
2017,Sex,Male,18.0
2017,Sex,Female,20.8
2017,Age range,Less than 18,21.1
2017,Age range,18-24,27.2
2017,Age range,25-49,16.8
2017,Age range,50-64,23.6
2017,Age range,65 and over,11.7
2017,Education,Low,26.4
2017,Education,Medium,17.5
2017,Education,High,11.6
2017,Activity status,Employed,11.1
2017,Activity status,Unemployed,57.2
2017,Activity status,Retired,12.5
2017,Activity status,Inactive,35.7
2018,sex,Male,19.0
2018,sex,Female,22.4
2018,age,Less than 18,23.7
2018,age,18-24,30.7
2018,age,25-49,18.3
2018,age,50-64,25.6
2018,age,65 and over,9.9
2018,education,Low,25.9
2018,education,Medium,18.8
2018,education,High,13.6
2018,labour,Employed,12.0
2018,labour,Unemployed,58.0
2018,labour,Retired,11.2
2018,labour,Inactive,40.2
2018,Sex,Male,19.0
2018,Sex,Female,22.4
2018,Age range,Less than 18,23.7
2018,Age range,18-24,30.7
2018,Age range,25-49,18.3
2018,Age range,50-64,25.6
2018,Age range,65 and over,9.9
2018,Education,Low,25.9
2018,Education,Medium,18.8
2018,Education,High,13.6
2018,Activity status,Employed,12.0
2018,Activity status,Unemployed,58.0
2018,Activity status,Retired,11.2
2018,Activity status,Inactive,40.2
2019,sex,Male,19.6
2019,sex,Female,21.6
2019,age,Less than 18,25.4
2019,age,18-24,32.5
2019,age,25-49,18.9
2019,age,50-64,22.2
2019,age,65 and over,9.6
2019,education,Low,27.2
2019,education,Medium,18.8
2019,education,High,13.2
2019,labour,Employed,12.3
2019,labour,Unemployed,59.4
2019,labour,Retired,10.9
2019,labour,Inactive,39.3
2019,Sex,Male,19.6
2019,Sex,Female,21.6
2019,Age range,Less than 18,25.4
2019,Age range,18-24,32.5
2019,Age range,25-49,18.9
2019,Age range,50-64,22.2
2019,Age range,65 and over,9.6
2019,Education,Low,27.2
2019,Education,Medium,18.8
2019,Education,High,13.2
2019,Activity status,Employed,12.3
2019,Activity status,Unemployed,59.4
2019,Activity status,Retired,10.9
2019,Activity status,Inactive,39.3
2020,sex,Male,20.7
2020,sex,Female,21.1
2020,age,Less than 18,24.2
2020,age,18-24,36.9
2020,age,25-49,18.6
2020,age,50-64,24.3
2020,age,65 and over,7.3
2020,education,Low,30.4
2020,education,Medium,20.4
2020,education,High,10.2
2020,labour,Employed,12.7
2020,labour,Unemployed,66.9
2020,labour,Retired,11.5
2020,labour,Inactive,39.7
2020,Sex,Male,20.7
2020,Sex,Female,21.1
2020,Age range,Less than 18,24.2
2020,Age range,18-24,36.9
2020,Age range,25-49,18.6
2020,Age range,50-64,24.3
2020,Age range,65 and over,7.3
2020,Education,Low,30.4
2020,Education,Medium,20.4
2020,Education,High,10.2
2020,Activity status,Employed,12.7
2020,Activity status,Unemployed,66.9
2020,Activity status,Retired,11.5
2020,Activity status,Inactive,39.7
